ts,vrms,irms,preal,s,q,fp,kwh
2026-06-10T22:23:00,123.52,5.0139,563.97,619.3,255.86,0.9107,0.168909
2026-06-10T22:23:00,127.73,1.9249,211.08,245.87,-126.08,0.8585,0.16896
2026-06-10T22:23:00,123.27,4.722,567.23,582.08,130.61,0.9745,0.168973
2026-06-10T22:23:01,127.63,1.9281,204.64,246.09,-136.68,0.8316,0.169027
2026-06-10T22:23:01,123.96,4.8291,493.35,598.6,339.0,0.8242,0.169038
2026-06-10T22:23:01,127.57,1.9509,208.16,248.88,-136.43,0.8364,0.169092
2026-06-10T22:23:01,123.63,4.6427,501.39,573.96,279.35,0.8736,0.169103
2026-06-10T22:23:02,127.69,1.9236,208.68,245.63,-129.55,0.8496,0.169158
2026-06-10T22:23:02,123.31,4.9234,570.07,607.12,208.84,0.939,0.169171
2026-06-10T22:23:02,127.61,1.9374,203.75,247.23,-140.04,0.8241,0.169224
2026-06-10T22:23:02,123.94,4.7773,505.38,592.12,308.54,0.8535,0.169235
2026-06-10T22:23:03,127.71,1.9267,211.7,246.05,-125.41,0.8604,0.169291
2026-06-10T22:23:03,123.75,4.9166,541.12,608.42,278.15,0.8894,0.169303
2026-06-10T22:23:03,127.65,1.9413,204.26,247.81,-140.31,0.8243,0.169356
2026-06-10T22:23:03,123.33,4.7709,556.24,588.39,191.84,0.9454,0.169368
2026-06-10T22:23:04,127.73,1.9509,210.84,249.19,-132.82,0.8461,0.169421
2026-06-10T22:23:04,123.29,4.8129,566.46,593.38,176.71,0.9546,0.169434
2026-06-10T22:23:05,127.65,1.932,205.31,246.63,-136.65,0.8325,0.16949
2026-06-10T22:23:05,123.86,5.0327,527.75,623.35,331.73,0.8466,0.169502
2026-06-10T22:23:05,127.68,1.935,204.23,247.05,-139.01,0.8267,0.169555
2026-06-10T22:23:05,123.25,4.7696,563.74,587.87,166.7,0.959,0.169567
2026-06-10T22:23:06,127.66,1.915,209.01,244.48,-126.83,0.8549,0.169619
2026-06-10T22:23:06,123.3,4.7723,564.01,588.4,167.67,0.9585,0.169632
2026-06-10T22:23:06,127.7,1.9412,204.4,247.88,-140.25,0.8246,0.169688
2026-06-10T22:23:06,123.28,5.0578,569.98,623.54,252.85,0.9141,0.169701
2026-06-10T22:23:07,127.61,1.9425,211.47,247.88,-129.33,0.8531,0.169755
2026-06-10T22:23:07,123.71,4.854,499.72,600.49,332.96,0.8322,0.169766
2026-06-10T22:23:07,127.75,1.9415,204.59,248.03,-140.22,0.8249,0.169821
2026-06-10T22:23:07,123.65,4.8511,564.42,599.85,203.11,0.9409,0.169834
2026-06-10T22:23:08,127.65,1.9519,205.08,249.17,-141.51,0.8231,0.169889
2026-06-10T22:23:08,124.01,4.8514,495.95,601.6,340.53,0.8244,0.1699
2026-06-10T22:23:09,127.71,1.9237,205.53,245.66,-134.57,0.8366,0.169955
2026-06-10T22:23:09,123.57,4.901,565.38,605.6,217.01,0.9336,0.169968
2026-06-10T22:23:09,127.52,1.9465,205.36,248.23,-139.45,0.8273,0.170022
2026-06-10T22:23:09,123.69,4.845,494.61,599.26,338.34,0.8254,0.170033
2026-06-10T22:23:10,127.64,1.9337,210.14,246.82,-129.47,0.8514,0.170088
2026-06-10T22:23:10,123.81,4.7272,498.93,585.29,306.0,0.8524,0.170099
2026-06-10T22:23:10,127.68,1.945,203.95,248.34,-141.7,0.8212,0.170152
2026-06-10T22:23:10,123.35,4.7637,562.2,587.6,170.91,0.9568,0.170165
2026-06-10T22:23:11,127.69,1.9524,206.8,249.31,-139.23,0.8295,0.170222
2026-06-10T22:23:11,123.37,5.0424,545.91,622.06,298.22,0.8776,0.170234
2026-06-10T22:23:11,127.79,1.9214,205.38,245.53,-134.55,0.8365,0.170287
2026-06-10T22:23:11,123.66,4.8139,572.8,595.27,162.02,0.9622,0.170299
2026-06-10T22:23:12,127.77,1.9431,203.98,248.28,-141.56,0.8215,0.170356
2026-06-10T22:23:12,123.5,5.0717,565.06,626.34,270.21,0.9022,0.170368
2026-06-10T22:23:12,127.66,1.9188,208.25,244.95,-128.96,0.8502,0.170424
2026-06-10T22:23:12,123.3,5.036,558.48,620.94,271.42,0.8994,0.170437
2026-06-10T22:23:13,127.7,1.9405,204.41,247.81,-140.1,0.8249,0.170489
2026-06-10T22:23:13,123.38,4.7557,564.15,586.77,161.33,0.9615,0.170501
2026-06-10T22:23:14,127.75,1.9434,207.53,248.27,-136.28,0.8359,0.170558
2026-06-10T22:23:14,123.69,5.0657,555.07,626.57,290.68,0.8859,0.17057
2026-06-10T22:23:14,127.6,1.9302,203.59,246.29,-138.6,0.8266,0.170623
2026-06-10T22:23:14,123.66,4.6996,495.86,581.18,303.13,0.8532,0.170634
2026-06-10T22:23:15,127.65,1.9536,205.31,249.37,-141.54,0.8233,0.170688
2026-06-10T22:23:15,123.6,4.6952,499.88,580.32,294.79,0.8614,0.170699
2026-06-10T22:23:15,127.74,1.9114,205.13,244.16,-132.43,0.8401,0.170752
2026-06-10T22:23:15,123.47,4.7515,574.15,586.68,120.6,0.9786,0.170765
2026-06-10T22:23:16,127.78,1.938,204.45,247.63,-139.72,0.8256,0.170817
2026-06-10T22:23:16,123.35,4.7696,564.02,588.33,167.38,0.9587,0.170829
2026-06-10T22:23:16,127.73,1.9386,208.63,247.61,-133.36,0.8426,0.170883
2026-06-10T22:23:16,124.08,4.7644,503.65,591.16,309.54,0.852,0.170894
2026-06-10T22:23:17,127.69,1.9479,204.31,248.72,-141.85,0.8214,0.17095
2026-06-10T22:23:17,124.07,4.8654,496.87,603.67,342.83,0.8231,0.170961
2026-06-10T22:23:17,127.79,1.9539,207.0,249.69,-139.62,0.829,0.171015
2026-06-10T22:23:18,123.41,4.7736,570.18,589.09,148.06,0.9679,0.171027
2026-06-10T22:23:18,127.71,1.9196,204.38,245.15,-135.38,0.8337,0.171079
2026-06-10T22:23:18,123.43,4.7409,562.93,585.16,159.76,0.962,0.171091
2026-06-10T22:23:19,127.69,1.9568,206.02,249.86,-141.37,0.8245,0.171148
2026-06-10T22:23:19,124.04,4.9646,494.17,615.8,367.44,0.8025,0.171159
2026-06-10T22:23:19,127.78,1.9559,212.49,249.93,-131.58,0.8502,0.171212
2026-06-10T22:23:19,123.39,4.7453,570.59,585.53,131.45,0.9745,0.171225
2026-06-10T22:23:20,127.66,1.9631,204.3,250.6,-145.14,0.8152,0.17128
2026-06-10T22:23:20,123.72,4.8855,495.52,604.41,346.08,0.8198,0.171291
2026-06-10T22:23:20,127.7,1.9446,208.91,248.33,-134.25,0.8413,0.171346
2026-06-10T22:23:20,124.0,4.7579,511.62,589.96,293.77,0.8672,0.171357
2026-06-10T22:23:21,127.74,1.9313,204.86,246.71,-137.46,0.8304,0.17141
2026-06-10T22:23:21,123.63,4.7541,568.57,587.78,149.02,0.9673,0.171423
2026-06-10T22:23:21,127.7,1.9574,206.48,249.96,-140.87,0.8261,0.171475
2026-06-10T22:23:21,123.35,4.782,549.79,589.86,213.69,0.9321,0.171487
2026-06-10T22:23:22,127.59,1.9546,213.27,249.38,-129.25,0.8552,0.171541
2026-06-10T22:23:22,124.02,4.7356,499.83,587.3,308.37,0.8511,0.171552
2026-06-10T22:23:23,127.57,1.9902,205.18,253.89,-149.54,0.8081,0.171608
2026-06-10T22:23:23,123.89,4.8453,494.21,600.29,340.75,0.8233,0.171619
2026-06-10T22:23:23,127.65,1.9656,213.27,250.9,-132.15,0.85,0.171673
2026-06-10T22:23:23,123.29,4.7746,570.34,588.66,145.73,0.9689,0.171685
2026-06-10T22:23:24,127.68,1.9545,205.26,249.55,-141.91,0.8226,0.171738
2026-06-10T22:23:24,123.3,4.7911,562.12,590.74,181.63,0.9516,0.17175
2026-06-10T22:23:24,127.6,1.9551,208.84,249.48,-136.47,0.8371,0.171803
2026-06-10T22:23:24,123.49,4.7447,529.69,585.93,250.47,0.904,0.171814
2026-06-10T22:23:25,127.5,1.9471,211.17,248.25,-130.52,0.8506,0.17187
2026-06-10T22:23:25,123.5,4.9182,516.69,607.4,319.33,0.8507,0.171882
2026-06-10T22:23:25,127.79,1.9793,206.55,252.93,-145.99,0.8166,0.171935
2026-06-10T22:23:25,123.53,4.8083,568.01,593.99,173.77,0.9563,0.171948
2026-06-10T22:23:26,127.56,1.9572,212.51,249.67,-131.04,0.8512,0.172003
2026-06-10T22:23:26,123.95,4.8814,502.38,605.06,337.22,0.8303,0.172014
2026-06-10T22:23:26,127.69,1.9577,205.13,249.98,-142.88,0.8206,0.172068
2026-06-10T22:23:27,123.37,4.8306,562.6,595.96,196.6,0.944,0.172081
2026-06-10T22:23:27,127.59,1.953,210.98,249.17,-132.57,0.8467,0.172134
2026-06-10T22:23:27,123.7,4.7224,494.82,584.16,310.49,0.8471,0.172145
2026-06-10T22:23:28,127.58,1.9445,207.73,248.08,-135.63,0.8373,0.172199
2026-06-10T22:23:28,123.99,4.7321,494.91,586.76,315.19,0.8435,0.17221
2026-06-10T22:23:28,127.66,1.9589,208.94,250.08,-137.41,0.8355,0.172264
2026-06-10T22:23:28,123.67,4.6325,497.26,572.9,284.51,0.868,0.172275
2026-06-10T22:23:29,127.68,1.9521,211.47,249.24,-131.91,0.8485,0.172329
2026-06-10T22:23:29,123.31,4.8534,566.57,598.46,192.73,0.9467,0.172342
2026-06-10T22:23:29,127.68,1.971,205.87,251.65,-144.72,0.8181,0.172397
2026-06-10T22:23:29,123.9,4.8711,506.08,603.52,328.81,0.8385,0.172408
2026-06-10T22:23:30,127.64,1.9563,212.26,249.71,-131.54,0.85,0.172463
2026-06-10T22:23:30,123.86,4.7915,500.55,593.46,318.83,0.8434,0.172474
2026-06-10T22:23:30,127.76,1.9602,209.17,250.44,-137.71,0.8352,0.172527
2026-06-10T22:23:30,123.51,4.7294,563.37,584.12,154.33,0.9645,0.17254
2026-06-10T22:23:31,127.69,1.9648,209.56,250.87,-137.91,0.8353,0.172593
2026-06-10T22:23:31,123.95,4.7938,510.02,594.21,304.9,0.8583,0.172605
2026-06-10T22:23:32,127.71,1.9484,208.97,248.83,-135.09,0.8398,0.172661
2026-06-10T22:23:32,123.55,4.9737,565.25,614.48,240.99,0.9199,0.172673
2026-06-10T22:23:32,127.7,1.9773,207.46,252.51,-143.95,0.8216,0.172725
2026-06-10T22:23:32,123.3,4.7517,567.35,585.9,146.27,0.9683,0.172738
2026-06-10T22:23:33,127.58,1.9575,213.11,249.74,-130.2,0.8533,0.172794
2026-06-10T22:23:33,123.68,4.9209,496.61,608.6,351.81,0.816,0.172805
2026-06-10T22:23:33,127.6,1.9628,206.44,250.45,-141.8,0.8243,0.172857
2026-06-10T22:23:33,123.56,4.6052,491.51,569.03,286.74,0.8638,0.172868
2026-06-10T22:23:34,127.48,1.9664,213.04,250.67,-132.1,0.8499,0.172923
2026-06-10T22:23:34,123.66,4.7247,499.73,584.24,302.67,0.8553,0.172934
2026-06-10T22:23:34,127.67,1.9621,209.5,250.5,-137.34,0.8363,0.172987
2026-06-10T22:23:34,123.49,4.7427,573.01,585.69,121.21,0.9784,0.172999
2026-06-10T22:23:35,127.7,1.9921,209.14,254.38,-144.81,0.8222,0.173052
2026-06-10T22:23:35,123.6,4.835,565.25,597.6,193.95,0.9459,0.173065
2026-06-10T22:23:35,127.57,1.9498,210.98,248.73,-131.75,0.8482,0.173121
2026-06-10T22:23:35,123.21,5.0626,564.64,623.78,265.11,0.9052,0.173134
2026-06-10T22:23:36,127.67,1.963,206.1,250.6,-142.56,0.8224,0.173186
2026-06-10T22:23:36,123.56,4.7335,522.48,584.85,262.8,0.8934,0.173198
2026-06-10T22:23:37,127.54,1.961,212.48,250.11,-131.93,0.8496,0.173251
2026-06-10T22:23:37,124.02,4.6949,501.82,582.25,295.28,0.8619,0.173262
2026-06-10T22:23:37,127.47,1.9589,208.22,249.7,-137.83,0.8339,0.173317
2026-06-10T22:23:37,123.52,4.7384,495.13,585.3,312.12,0.846,0.173328
2026-06-10T22:23:38,127.62,2.0065,211.94,256.07,-143.72,0.8277,0.173383
2026-06-10T22:23:38,123.27,4.9016,567.68,604.2,206.87,0.9396,0.173396
2026-06-10T22:23:38,127.65,1.9566,208.44,249.77,-137.61,0.8345,0.173452
2026-06-10T22:23:38,123.4,5.0527,568.82,623.49,255.3,0.9123,0.173464
2026-06-10T22:23:39,127.69,1.9655,205.98,250.97,-143.38,0.8207,0.173521
2026-06-10T22:23:39,123.39,5.0172,533.31,619.08,314.4,0.8614,0.173533
2026-06-10T22:23:39,127.48,1.9587,212.72,249.68,-130.73,0.852,0.173586
2026-06-10T22:23:39,123.75,4.692,499.01,580.64,296.86,0.8594,0.173597
2026-06-10T22:23:40,127.73,1.9655,206.67,251.04,-142.51,0.8233,0.17365
2026-06-10T22:23:40,123.6,4.7342,563.01,585.16,159.48,0.9621,0.173662
2026-06-10T22:23:41,127.76,2.0061,213.81,256.3,-141.33,0.8342,0.173715
2026-06-10T22:23:41,123.65,4.7812,570.85,591.2,153.75,0.9656,0.173727
2026-06-10T22:23:41,127.65,1.9597,206.95,250.15,-140.52,0.8273,0.173779
2026-06-10T22:23:41,123.27,4.7367,565.04,583.89,147.18,0.9677,0.173791
2026-06-10T22:23:42,127.7,1.972,205.62,251.83,-145.38,0.8165,0.173846
2026-06-10T22:23:42,123.73,4.8306,492.42,597.7,338.77,0.8239,0.173857
2026-06-10T22:23:42,127.64,1.9434,210.02,248.07,-132.02,0.8466,0.173912
2026-06-10T22:23:42,123.23,4.9098,564.91,605.06,216.73,0.9336,0.173925
2026-06-10T22:23:43,126.4,1.9654,207.23,248.43,-137.0,0.8342,0.173981
2026-06-10T22:23:43,122.1,5.0506,553.19,616.69,272.55,0.897,0.173993
2026-06-10T22:23:43,127.41,1.9901,213.34,253.57,-137.06,0.8413,0.174048
2026-06-10T22:23:43,123.78,4.8655,506.61,602.26,325.69,0.8412,0.17406
2026-06-10T22:23:44,127.36,1.9688,205.34,250.75,-143.9,0.8189,0.174113
2026-06-10T22:23:44,123.82,4.6709,493.73,578.33,301.15,0.8537,0.174124
2026-06-10T22:23:44,127.41,1.9757,205.91,251.73,-144.79,0.818,0.174179
2026-06-10T22:23:44,123.32,4.7628,510.63,587.35,290.23,0.8694,0.17419
2026-06-10T22:23:45,127.4,1.9428,208.43,247.51,-133.48,0.8421,0.174243
2026-06-10T22:23:45,123.17,4.7268,561.28,582.2,154.68,0.9641,0.174255
2026-06-10T22:23:46,127.6,1.9693,206.55,251.29,-143.12,0.822,0.174307
2026-06-10T22:23:46,123.48,4.7594,561.01,587.68,175.03,0.9546,0.17432
2026-06-10T22:23:46,127.26,1.9655,211.15,250.13,-134.1,0.8441,0.174373
2026-06-10T22:23:46,123.44,4.7236,496.11,583.09,306.38,0.8508,0.174384
2026-06-10T22:23:47,127.34,1.9701,205.85,250.87,-143.39,0.8205,0.174439
2026-06-10T22:23:47,123.46,4.7477,489.27,586.13,322.75,0.8347,0.174449
2026-06-10T22:23:47,127.41,1.9724,205.82,251.29,-144.17,0.8191,0.174504
2026-06-10T22:23:47,123.49,4.7356,494.77,584.82,311.8,0.846,0.174515
2026-06-10T22:23:48,127.43,1.9429,206.82,247.58,-136.1,0.8354,0.174569
2026-06-10T22:23:48,123.31,4.7233,536.67,582.44,226.33,0.9214,0.174581
2026-06-10T22:23:48,127.58,1.9706,205.28,251.41,-145.15,0.8165,0.174633
2026-06-10T22:23:48,123.4,4.7425,560.74,585.23,167.56,0.9581,0.174645
2026-06-10T22:23:49,127.38,1.9527,211.38,248.75,-131.13,0.8498,0.174698
2026-06-10T22:23:49,123.84,4.7406,500.86,587.1,306.3,0.8531,0.17471
2026-06-10T22:23:50,127.47,1.969,205.99,250.98,-143.39,0.8207,0.174766
2026-06-10T22:23:50,123.26,4.9526,563.52,610.47,234.77,0.9231,0.174778
2026-06-10T22:23:50,127.33,1.9672,206.43,250.49,-141.89,0.8241,0.174831
2026-06-10T22:23:50,123.32,4.7455,518.72,585.24,271.0,0.8863,0.174842
2026-06-10T22:23:51,127.27,1.9545,207.22,248.74,-137.59,0.8331,0.174895
2026-06-10T22:23:51,123.57,4.6535,491.29,575.02,298.81,0.8544,0.174906
2026-06-10T22:23:51,127.38,1.9827,206.05,252.56,-146.04,0.8158,0.174963
2026-06-10T22:23:51,123.21,4.9014,529.07,603.91,291.19,0.8761,0.174974
2026-06-10T22:23:52,127.43,1.9575,209.61,249.44,-135.21,0.8403,0.175027
2026-06-10T22:23:52,123.16,4.7902,562.57,589.96,177.68,0.9536,0.17504
2026-06-10T22:23:52,127.47,1.9659,205.61,250.59,-143.25,0.8205,0.175093
2026-06-10T22:23:52,123.79,4.7446,504.51,587.34,300.74,0.859,0.175104
2026-06-10T22:23:53,127.41,1.9626,207.47,250.06,-139.58,0.8297,0.175158
2026-06-10T22:23:53,123.79,4.6837,496.52,579.81,299.4,0.8564,0.175169
2026-06-10T22:23:53,127.46,1.9468,208.02,248.14,-135.29,0.8383,0.175225
2026-06-10T22:23:53,123.34,4.9017,532.99,604.59,285.41,0.8816,0.175237
2026-06-10T22:23:54,127.55,1.9694,206.34,251.2,-143.26,0.8214,0.175289
2026-06-10T22:23:54,123.36,4.7485,560.02,585.77,171.77,0.956,0.175302
2026-06-10T22:23:55,127.56,1.9524,211.55,249.05,-131.42,0.8494,0.175354
2026-06-10T22:23:55,123.43,4.7557,567.41,587.01,150.4,0.9666,0.175366
2026-06-10T22:23:55,127.54,1.974,204.87,251.76,-146.33,0.8138,0.175423
2026-06-10T22:23:55,123.16,5.0577,561.62,622.91,269.44,0.9016,0.175435
2026-06-10T22:23:56,127.38,1.9717,208.34,251.16,-140.27,0.8295,0.175488
2026-06-10T22:23:56,123.45,4.7746,517.1,589.43,282.9,0.8773,0.1755
2026-06-10T22:23:56,127.43,1.9525,205.16,248.81,-140.77,0.8246,0.175553
2026-06-10T22:23:56,123.63,4.6933,495.83,580.22,301.34,0.8546,0.175564
2026-06-10T22:23:57,127.35,1.9609,205.98,249.72,-141.18,0.8248,0.17562
2026-06-10T22:23:57,123.51,4.8043,491.83,593.38,331.97,0.8289,0.175631
2026-06-10T22:23:57,127.58,1.9356,208.11,246.95,-132.95,0.8427,0.175684
2026-06-10T22:23:57,123.44,4.704,563.42,580.65,140.39,0.9703,0.175696
2026-06-10T22:23:58,127.45,1.9689,204.56,250.94,-145.36,0.8152,0.175749
2026-06-10T22:23:58,123.8,4.7335,515.78,586.02,278.19,0.8801,0.17576
2026-06-10T22:23:58,127.35,1.9677,208.91,250.6,-138.41,0.8336,0.175815
2026-06-10T22:23:59,123.56,4.7879,495.56,591.59,323.11,0.8377,0.175826
2026-06-10T22:23:59,127.46,1.9571,205.25,249.44,-141.76,0.8228,0.175881
2026-06-10T22:23:59,123.17,4.836,562.13,595.67,197.07,0.9437,0.175893
2026-06-10T22:24:00,127.36,1.9657,208.27,250.35,-138.92,0.8319,0.175946
2026-06-10T22:24:00,123.81,4.7429,495.28,587.2,315.45,0.8435,0.175957
2026-06-10T22:24:00,127.35,1.931,205.28,245.9,-135.38,0.8348,0.176011
2026-06-10T22:24:00,123.48,4.6985,493.59,580.15,304.87,0.8508,0.176022
2026-06-10T22:24:01,127.33,1.9574,205.78,249.23,-140.6,0.8257,0.176077
2026-06-10T22:24:01,123.49,4.7547,493.11,587.15,318.72,0.8398,0.176088
2026-06-10T22:24:01,127.56,1.9539,211.38,249.23,-132.05,0.8481,0.176141
2026-06-10T22:24:01,123.44,4.7415,574.3,585.26,112.77,0.9813,0.176154
2026-06-10T22:24:02,127.45,1.9658,204.55,250.55,-144.69,0.8164,0.176207
2026-06-10T22:24:02,123.66,4.7598,528.35,588.59,259.39,0.8977,0.176218
2026-06-10T22:24:02,127.51,1.9616,207.41,250.13,-139.81,0.8292,0.176275
2026-06-10T22:24:02,123.23,5.0189,561.62,618.51,259.09,0.908,0.176287
2026-06-10T22:24:03,127.33,1.932,205.45,246.0,-135.29,0.8352,0.176341
2026-06-10T22:24:03,123.56,4.8086,491.78,594.17,333.46,0.8277,0.176352
2026-06-10T22:24:04,127.48,1.9691,205.33,251.03,-144.4,0.818,0.176409
2026-06-10T22:24:04,123.83,4.8342,496.2,598.6,334.83,0.8289,0.17642
2026-06-10T22:24:04,127.44,1.9638,213.27,250.27,-130.95,0.8522,0.176473
2026-06-10T22:24:04,123.16,4.7092,554.1,580.0,171.39,0.9553,0.176485
2026-06-10T22:24:05,127.45,1.9749,206.14,251.69,-144.41,0.819,0.176538
2026-06-10T22:24:05,123.18,4.8284,559.95,594.77,200.52,0.9415,0.176551
2026-06-10T22:24:05,127.41,1.9624,210.28,250.03,-135.26,0.841,0.176605
2026-06-10T22:24:05,123.44,4.8653,501.48,600.55,330.41,0.835,0.176616
2026-06-10T22:24:06,127.44,1.9418,205.17,247.46,-138.35,0.8291,0.176671
2026-06-10T22:24:06,123.12,4.8763,562.51,600.38,209.84,0.9369,0.176684
2026-06-10T22:24:06,127.53,1.9679,208.08,250.97,-140.31,0.8291,0.176737
2026-06-10T22:24:06,123.81,4.7883,503.33,592.83,313.21,0.849,0.176749
2026-06-10T22:24:07,127.5,1.9628,213.15,250.26,-131.14,0.8517,0.176805
2026-06-10T22:24:07,123.82,4.8823,518.52,604.53,310.8,0.8577,0.176816
2026-06-10T22:24:07,127.57,1.9918,205.6,254.09,-149.3,0.8092,0.176872
2026-06-10T22:24:08,123.11,5.0278,586.9,618.98,196.7,0.9482,0.176885
2026-06-10T22:24:08,127.52,1.9678,212.21,250.93,-133.9,0.8457,0.176942
2026-06-10T22:24:08,122.97,5.3104,589.88,653.03,280.17,0.9033,0.176956
2026-06-10T22:24:09,127.58,1.9553,205.21,249.46,-141.84,0.8226,0.177009
2026-06-10T22:24:09,123.29,5.0275,589.2,619.86,192.53,0.9505,0.177022
2026-06-10T22:24:09,127.42,1.9587,208.25,249.58,-137.56,0.8344,0.177077
2026-06-10T22:24:09,123.37,5.0083,518.09,617.87,336.68,0.8385,0.177088
2026-06-10T22:24:10,127.43,1.9503,210.21,248.53,-132.59,0.8458,0.177146
2026-06-10T22:24:10,123.42,5.0997,522.37,629.42,351.15,0.8299,0.177158
2026-06-10T22:24:10,127.53,1.9833,207.1,252.93,-145.2,0.8188,0.177213
2026-06-10T22:24:10,123.75,4.9474,521.46,612.23,320.79,0.8517,0.177225
2026-06-10T22:24:11,127.54,1.961,212.53,250.1,-131.84,0.8498,0.17728
2026-06-10T22:24:11,123.22,4.9966,585.7,615.66,189.72,0.9513,0.177293
2026-06-10T22:24:11,127.56,1.9618,205.18,250.24,-143.26,0.8199,0.177347
2026-06-10T22:24:11,123.12,5.0344,578.31,619.82,223.03,0.933,0.17736
2026-06-10T22:24:12,127.5,1.958,211.0,249.65,-133.44,0.8452,0.177417
2026-06-10T22:24:12,123.47,5.168,556.53,638.11,312.19,0.8721,0.177429
2026-06-10T22:24:13,127.54,1.9523,209.72,248.99,-134.22,0.8423,0.177482
2026-06-10T22:24:13,123.37,4.8288,576.75,595.74,149.19,0.9681,0.177494
2026-06-10T22:24:13,127.41,1.9648,207.9,250.34,-139.46,0.8305,0.177549
2026-06-10T22:24:13,123.49,4.8803,504.5,602.67,329.69,0.8371,0.17756
2026-06-10T22:24:14,127.4,1.9556,212.51,249.14,-130.04,0.853,0.177614
2026-06-10T22:24:14,123.52,4.8266,523.05,596.18,286.1,0.8773,0.177626
2026-06-10T22:24:14,127.53,1.9624,206.55,250.26,-141.31,0.8253,0.177682
2026-06-10T22:24:14,123.24,5.0735,568.85,625.27,259.57,0.9098,0.177695
2026-06-10T22:24:15,127.32,1.9643,211.93,250.11,-132.82,0.8473,0.177749
2026-06-10T22:24:15,123.49,4.8327,503.76,596.8,319.99,0.8441,0.17776
2026-06-10T22:24:15,127.62,1.9575,208.75,249.8,-137.21,0.8357,0.177816
2026-06-10T22:24:15,123.44,5.0274,584.85,620.56,207.47,0.9425,0.177829
2026-06-10T22:24:16,127.52,1.9792,210.4,252.38,-139.37,0.8337,0.177887
2026-06-10T22:24:16,123.8,5.1532,525.2,637.95,362.14,0.8233,0.177898
2026-06-10T22:24:16,127.59,1.9616,212.78,250.29,-131.8,0.8501,0.177953
2026-06-10T22:24:16,123.07,5.0174,592.4,617.46,174.12,0.9594,0.177966
2026-06-10T22:24:17,127.45,1.9911,207.73,253.77,-145.75,0.8186,0.178023
2026-06-10T22:24:17,123.43,5.163,520.23,637.29,368.11,0.8163,0.178035
2026-06-10T22:24:18,127.64,1.9598,212.25,250.16,-132.39,0.8485,0.17809
2026-06-10T22:24:18,123.43,5.0808,585.11,627.13,225.7,0.933,0.178103
2026-06-10T22:24:18,127.6,1.9617,206.68,250.33,-141.23,0.8257,0.178156
2026-06-10T22:24:18,123.04,4.8997,577.9,602.87,171.71,0.9586,0.178169
2026-06-10T22:24:19,127.5,1.97,211.68,251.17,-135.21,0.8428,0.178225
2026-06-10T22:24:19,123.38,5.0943,522.49,628.56,349.4,0.8313,0.178237
2026-06-10T22:24:19,127.68,1.9631,209.97,250.65,-136.88,0.8377,0.178293
2026-06-10T22:24:19,123.23,5.1311,593.12,632.31,219.16,0.938,0.178306
2026-06-10T22:24:20,127.42,1.9985,209.55,254.66,-144.71,0.8229,0.17836
2026-06-10T22:24:20,123.71,4.8817,501.64,603.91,336.26,0.8307,0.178371
2026-06-10T22:24:20,127.52,1.9621,212.88,250.21,-131.47,0.8508,0.178425
2026-06-10T22:24:20,123.66,4.742,505.92,586.42,296.53,0.8627,0.178436
2026-06-10T22:24:21,127.51,1.9638,204.77,250.41,-144.13,0.8177,0.178492
2026-06-10T22:24:21,123.86,4.8146,500.91,596.35,323.61,0.84,0.178503
2026-06-10T22:24:22,127.59,1.9532,212.37,249.21,-130.39,0.8522,0.178558
2026-06-10T22:24:22,123.55,4.8656,549.92,601.14,242.81,0.9148,0.17857
2026-06-10T22:24:22,127.63,1.9535,207.19,249.31,-138.67,0.831,0.178622
2026-06-10T22:24:22,123.08,4.8257,575.73,593.96,146.03,0.9693,0.178635
2026-06-10T22:24:23,127.56,1.9782,209.64,252.35,-140.47,0.8308,0.178689
2026-06-10T22:24:23,123.18,4.9097,569.0,604.75,204.85,0.9409,0.178701
2026-06-10T22:24:23,127.44,1.9525,210.58,248.84,-132.57,0.8463,0.178758
2026-06-10T22:24:23,123.48,4.9963,502.93,616.96,357.35,0.8152,0.178769
2026-06-10T22:24:24,127.56,1.9631,205.1,250.42,-143.68,0.819,0.178823
2026-06-10T22:24:24,123.08,4.8675,574.66,599.11,169.41,0.9592,0.178836
2026-06-10T22:24:24,127.66,1.9515,211.81,249.13,-131.15,0.8502,0.178888
2026-06-10T22:24:24,123.41,4.8739,589.4,601.5,120.01,0.9799,0.178901
2026-06-10T22:24:25,127.5,1.9597,204.75,249.87,-143.22,0.8194,0.178958
2026-06-10T22:24:25,123.85,5.0558,504.16,626.15,371.33,0.8052,0.178969
2026-06-10T22:24:25,127.62,1.9862,211.76,253.48,-139.32,0.8354,0.179023
2026-06-10T22:24:25,123.18,4.8641,570.98,599.18,181.67,0.9529,0.179036
2026-06-10T22:24:26,127.51,1.9593,208.68,249.83,-137.36,0.8353,0.179093
2026-06-10T22:24:26,123.46,5.1306,518.91,633.44,363.29,0.8192,0.179104
2026-06-10T22:24:27,127.56,1.9638,205.38,250.49,-143.4,0.8199,0.179159
2026-06-10T22:24:27,123.86,4.8507,505.98,600.82,324.0,0.8421,0.17917
2026-06-10T22:24:27,127.56,1.9532,212.43,249.14,-130.17,0.8527,0.179224
2026-06-10T22:24:27,123.27,4.8046,557.14,592.25,200.88,0.9407,0.179236
2026-06-10T22:24:28,127.57,1.9671,205.99,250.94,-143.32,0.8209,0.179289
2026-06-10T22:24:28,123.21,4.836,568.43,595.83,178.61,0.954,0.179302
